Pod CPU Report

Namespace,Pod Name,CPU Request,CPU Limit,Avg CPU Usage(Cores),Suggested Request,90%tile CPU Usage,90%tile CPU Usage,Max CPU Usage
spr-apps,standalone-lst-backfill-data-matcher-feed-dedicated2-deplorpv9f,5.2,inf,0.061756119377997,0.08024175326152572,0.10468742281095951,0.1418563535869048,0.1418563535869048
spr-apps,standalone-lst-firehose-stitching-cache-deployment-5977c77rs6n4,3.2,inf,0.4979659169598301,0.5220718636699119,0.5257538727858189,0.5306163746198163,0.5329353195778697
spr-apps,standalone-lst-global-engagement-stats-deployment-5958d57cmtgtl,2.2,inf,0.3987002065237992,0.42139711473617814,0.4292483645482314,0.47367659624864306,0.47522647271912943
spr-apps,standalone-lst-global-enrichment-deployment-675b4b456c-zx4zw,3.2,inf,1.354329095695546,1.5655368428182546,1.7231967250494442,1.9624249233537696,1.9624249233537696
spr-apps,standalone-lst-pi-feedback-processor-deployment-7b65fdd8-pnnwn,1.2,inf,0.05875808336756932,0.08034314836673348,0.11829218017722415,0.12530373442832954,0.12530373442832954
spr-apps,standalone-lst-theme-alert-track-delayed-amazon-deploymenthwlgx,1.2,inf,0.14378491002020274,0.1994629731838026,0.2312597863511997,0.3283556219836628,0.3582343284945285
spr-apps,standalone-standalone-audit-deployment-5989fdf474-wj69t,1.2,inf,0.7002018068053999,0.7337324548632216,0.7528734455016269,0.7695284795258303,0.7770687335043306
kube-system,aws-node-qpx5m,0.05,inf,0.007666182684546775,0.007854226559661389,0.007924954243311362,0.008226119556775442,0.008226119556775442
kube-system,ebs-csi-node-tbmhk,0.060000000000000005,inf,0.00106713109997151,0.001146576181872094,0.0011943760309003379,0.0012570612087026668,0.0012570612087026668
kube-system,kube-proxy-6xqxt,0.2,inf,0.0009504114209940659,0.0018130932676275477,0.0030610083198658773,0.0036193156371830564,0.0036193156371830564
lacework,lacework-agent-zsmdx,0.02,inf,0.3853885055813548,0.49551039072924885,0.6158159966277161,0.8613966241267612,0.8613966241267612
spr-apps,spr-micro-service-server-lst-deployment-5867678c85-jcpxg,4.2,inf,0.961700954062791,1.0725571967577758,1.116500261672909,1.2174604574898225,1.2174604574898225
spr-apps,standalone-firehose-engagement-tasks-component-deployment-z5gnz,2.2,inf,1.2560091147643837,1.2816227743782223,1.2963087027961366,1.3380688885164336,1.3380688885164336
spr-apps,standalone-lst-enriched-firehose-matcher-lst-global-deploy5ds5z,8.2,inf,3.3383375334926577,3.5168478244388486,3.663341197404508,3.7472440922591836,3.7472440922591836
spr-apps,standalone-lst-enriched-firehose-matcher-lst-tier4-deploymtq6s2,7.2,inf,4.578557064182648,4.77009052167217,4.832746119919836,4.850776172887748,4.850776172887748
spr-apps,standalone-lst-global-engagement-stats-deployment-5958d57cfxzqx,2.2,inf,0.42566540546877957,0.4551004801254022,0.4816350816023817,0.5329109311500165,0.5329109311500165
spr-apps,standalone-lst-ml-tier3-deployment-f5d97dc4f-kp7hh,3.2,inf,0.355645526871464,0.4054801206830093,0.44095854254450406,0.4520003584973086,0.4520003584973086
spr-apps,standalone-lst-theme-alert-track-delayed-deployment-794c9fpxv9b,2.2,inf,0.6575604739163575,0.9852155239307102,1.3717053126805583,1.5536540888229766,1.5536540888229766
spr-apps,standalone-rule-engine-feed-global-deployment-85dd468584-t84jv,5.2,inf,2.20784339942443,2.3843091598284545,2.580280097130591,2.6005377716038898,2.6005377716038898
spr-apps,standalone-rule-engine-feed-tier4-deployment-ffb69f76f-l56q2,4.2,inf,1.323529943517152,1.3908699631663333,1.4025319541853254,1.4153528876952268,1.4172226893065378
spr-apps,standalone-standalone-firehose-anomaly-aggregate-deploymenhpksc,4.2,inf,0.3121822827298387,0.43949932138839676,0.6074388071609815,0.6119730947663637,0.6119730947663637
spr-apps,standalone-standalone-firehose-anomaly-aggregate-deploymenmwplz,4.2,inf,0.308833475409624,0.4357574552058946,0.5995646869890295,0.605280424254325,0.605280424254325
spr-apps,standalone-standalone-firehose-anomaly-compute-deployment-gx5j7,4.2,inf,0.06608554035965762,0.06989235494896205,0.07609835233124199,0.07906552956467086,0.07906552956467086
spr-apps,standalone-standalone-hulk-subscription-deployment-675684cdk5nn,1.2,inf,0.5529013039615266,0.5580070854921504,0.5591775735304605,0.5673970351639999,0.5673970351639999
spr-apps,standalone-trends-anomaly-aggregate-deployment-568d6c4d4b-cq2bw,4.2,inf,0.06152653583275659,0.07367673535580627,0.08484777200500765,0.11367376853516578,0.11367376853516578
kube-system,aws-node-nx4fb,0.05,inf,0.007204872179574201,0.007553971232372813,0.007653846695327378,0.007714393834576689,0.00777863685809684
kube-system,ebs-csi-node-h2skh,0.060000000000000005,inf,0.0010111646105840054,0.0010753366494126412,0.001106626110779218,0.001160014843255416,0.001160014843255416
kube-system,kube-proxy-66nhd,0.2,inf,0.0008868690819914963,0.0017190375762828427,0.002511019387574802,0.004063893697132994,0.004387167541645436
lacework,lacework-agent-88nfc,0.02,inf,0.32061191279327106,0.3392993283035564,0.3443734524661031,0.3476572452677898,0.3476572452677898
spr-apps,lst-web-facebook-engagement-stats-deployment-545b69c556-qmhwv,6.2,inf,0.07233689329068461,0.08941418003999443,0.09753541039118419,0.10517965794504228,0.10871516274146226
spr-apps,standalone-bmk-data-backup-deployment-6d558cf687-ljhpt,2.2,inf,0.3702158204905019,0.38369036231975306,0.3847495923411371,0.3958736830382659,0.39587402129241955
spr-apps,standalone-brand-objective-deployment-67f968477c-s7rz7,2.2,inf,0.35903801026136783,0.44866160271334615,0.5084844569653377,0.5237340346137414,0.5237340346137414
spr-apps,standalone-enriched-matcher-global-tier5-v2-deployment-78b9n9mn,3.2,inf,1.5696981721234817,1.7601410104028192,1.8928250334352543,2.2659555681939794,2.2659555681939794
spr-apps,standalone-hulk-engagement-stats-consumer-deployment-68748fdshj,3.2,inf,0.1132675324231036,0.13723054450906863,0.1547315704287201,0.17000753224640325,0.17000753224640325
spr-apps,standalone-lst-backfill-data-matcher-feed-dedicated3-deplo4md8n,4.2,inf,0.07053260169221895,0.0900373730781442,0.11394095254667083,0.14677696505525487,0.15834563822718256
spr-apps,standalone-lst-backfill-data-matcher-feed-global-deploymen94ckf,4.2,inf,0.07770498214422643,0.10212263083304904,0.1320143894996959,0.16838199577286186,0.18292839362199048
spr-apps,standalone-lst-backfill-um-creation-deployment-74d4f5d4dd-hqzd7,2.2,inf,0.0639985338520227,0.09065907795776432,0.12379927651778083,0.17223197742365715,0.1917055958597626
spr-apps,standalone-lst-bmk-data-feed-deployment-8688c6dccd-sk8qd,2.2,inf,0.16726509388102676,0.19777262603886125,0.2072416022221084,0.2079169928327256,0.2079543332881132
spr-apps,standalone-lst-data-matcher-feed-dedicated1-deployment-864lh9b6,1.2,inf,0.1690930477525025,0.28389915324758674,0.38219805653865174,0.5576114084762621,0.5840598989050892
spr-apps,standalone-lst-data-matcher-feed-global-deployment-98c9c86gxf8b,3.2,inf,0.9073870539184128,1.016972961325663,1.116560240999362,1.2485438971461276,1.24961220201771
spr-apps,standalone-lst-firehose-global-es-save-deployment-68f959fdzw8pw,4.2,inf,2.1616216525999934,2.2819935955357495,2.3086502751393834,2.353846631025568,2.3921769039991636
spr-apps,standalone-lst-ml-historic-deployment-7cb45cd88f-9zp68,2.2,inf,0.8753182078830555,1.0128147503373772,1.0824273198884478,1.1408271758457365,1.1408271758457365
spr-apps,standalone-lst-ml-historic-samsung-deployment-79ccfdd5f4-scbhk,2.2,inf,0.10449250780662431,0.1757418990407587,0.26052901149926705,0.3084444977722341,0.3280009433284777
spr-apps,standalone-lst-product-backfill-processor-deployment-64494wt59z,2.2,inf,0.06422285125542315,0.08593917601254113,0.11186886642625951,0.13212829995739991,0.1358822685315384
spr-apps,standalone-lst-tweet-actor-profile-enrichment-deployment-74c67s,1.2,inf,0.051469670203785636,0.06415619808350578,0.07854683744952604,0.10366638001694688,0.10366707948949273
spr-apps,standalone-story-compliance-deployment-7f49b9cdf4-f7lm6,1.2,inf,0.07486280197999198,0.09949817640812156,0.12822251300056867,0.13991670247448967,0.13991670247448967
spr-apps,standalone-trends-anomaly-consume-deployment-667f974d6f-pphq6,4.2,inf,0.06380999789233982,0.0779744282852928,0.09639477253106962,0.11172450955683993,0.13370284540322114
kube-system,aws-node-xc7qw,0.05,inf,0.0071670329413926325,0.007357000633416116,0.007408574238621934,0.007454333315943702,0.007454333315943702
kube-system,ebs-csi-node-jjbbn,0.060000000000000005,inf,0.0010244078484733458,0.0010910438087561004,0.001131870806529926,0.0011860460615068591,0.0011860460615068591
kube-system,kube-proxy-hmt5k,0.2,inf,0.0009110401684516391,0.0017886275822877893,0.0027408334880343332,0.004139801504011613,0.004139801504011613
lacework,lacework-agent-gwdm2,0.02,inf,0.2505377569845569,0.2584106686000544,0.261398734804832,0.2709771749064805,0.2709771749064805
monitoring,filebeat-2kvvp,0.24,inf,0.48423710096832606,0.48986882307036794,0.4889255075226089,0.489723151277168,0.489723151277168
spr-apps,lst-visual-phash-deployment-5659f46888-knftw,4.2,inf,0.03106657563886131,0.03136469995787971,0.031467957605968724,0.031565697173277896,0.031565697173277896
spr-apps,spr-micro-service-server-lst-deployment-5867678c85-8bttn,4.2,inf,0.9037873665301299,0.9832213473416621,1.037219505282645,1.0385346080167852,1.0385346080167852
spr-apps,standalone-bmk-normalization-historical-deployment-86d8c562z9xq,2.2,inf,0.47458528457020227,0.4912623001072518,0.4954076968609257,0.5026924199285443,0.5026924199285443
spr-apps,standalone-bmk-sentiment-historic-deployment-778f4b965d-6kwnw,2.2,inf,0.06701629015640545,0.08421089027425,0.10311116112087296,0.13860245883269673,0.13860245883269673
spr-apps,standalone-bmk-signal-visual-enrichment-backfill-deploymenwzslm,2.2,inf,0.06317216163993371,0.07718090950724157,0.09044139952444735,0.12468364855136839,0.12468364855136839
spr-apps,standalone-cassandra-repair-deployment-5db798d9bb-5qn8k,2.2,inf,0.057016946201355403,0.07352039287753036,0.0935183616976729,0.12826616392949886,0.12826616392949886
spr-apps,standalone-enriched-matcher-global-ded1-deployment-7f68975l5wn6,3.2,inf,0.9044261293272184,1.0015112842161793,1.0605893457581836,1.1886109906829572,1.1886109906829572
spr-apps,standalone-hulk-backfill-pipeline-deployment-78ff859f9c-s4lgh,15.2,inf,0.3557259208235872,0.40461335287373706,0.45506681487782186,0.4647406418927731,0.46845670115360805
spr-apps,standalone-lst-backfill-data-matcher-feed-global-deploymenzwxpj,4.2,inf,0.07980201410614919,0.1046871477460061,0.13087290290620415,0.16936302054560076,0.19932735573919164
spr-apps,standalone-lst-data-matcher-feed-dedicated2-deployment-57cnvn6w,1.2,inf,0.17862004714690832,0.19146351805255643,0.2069944174552182,0.20948629833310484,0.20948629833310484
spr-apps,standalone-lst-global-rdb-es-save-deployment-765c88cf69-4nrxm,2.2,inf,0.9965897814702942,1.0888213197966294,1.1274509760881144,1.1314576454146545,1.1314576454146545
spr-apps,standalone-lst-intel-data-deployment-68877859f5-crtsr,2.2,inf,0.06509116882057904,0.0801528575570799,0.09797894961879053,0.12950283959553777,0.12950283959553777
spr-apps,standalone-lst-ml-samsung-dedicated-deployment-64dbb4fbf4-qf966,2.2,inf,0.6011449058540227,0.842390388762266,1.06133663363057,1.0859152896249413,1.0859152896249413
spr-apps,standalone-lst-theme-alert-track-delayed-deployment-794c9fnk2cm,2.2,inf,0.837924149666884,1.085725969372886,1.3807179544814727,1.4169271862230222,1.4169271862230222
spr-apps,standalone-lst-theme-alert-track-self-serve-deployment-6d78c8kv,3.2,inf,0.06763013901743313,0.0818776681480988,0.09518939342911462,0.12984126648798638,0.12984126648798638
cert-manager,cert-manager-79c5f9946-9bw9p,0.0,inf,0.009929919257485069,0.010386223635246274,0.010354851065655273,0.010936888693091607,0.011764994042319857
default,cost-analyzer-7bbdc9cd4d-jkst7,0.42000000000000004,inf,0.08415457057211573,0.10161344913548975,0.1135600383494662,0.12295577133831379,0.12348121822386438
default,cost-analyzer-prometheus-server-84566b5c77-t5cwh,0.0,inf,0.2327398405718216,0.2921062711867113,0.37854149836454853,0.4080630032532139,0.4080630032532139
kafka-prometheus,prometheus-kafka-prometheus-alertmanager-85b6f57c8-4n769,0.42000000000000004,inf,0.0013441336972622388,0.0013872931906492704,0.0013852743759809622,0.0014276234149173611,0.0014276234149173611
kafka-prometheus,prometheus-kafka-prometheus-server-7b7c95dbd6-68fwk,1.4,inf,0.1280144193557456,0.1806552485114658,0.23426219930623277,0.2766685070581034,0.2766685070581034
keda,keda-operator-6b676d8c87-f6x8q,0.0,inf,0.09816609287579879,0.10173212775908824,0.10127353653913941,0.10138356248783831,0.10138356248783831
kube-system,aws-node-c82bh,0.05,inf,0.00517501977296617,0.005337214848045637,0.005474961923195274,0.005575942011158189,0.005575942011158189
kube-system,cluster-autoscaler-6c8c85ff7f-gp4xv,0.2,inf,0.01648899927870749,0.01765786713931615,0.01901629846262082,0.019318706757620964,0.019318706757620964
kube-system,coredns-549dbdbf57-7cndh,0.2,inf,0.06709919308128938,0.0731620850160116,0.07490990012858198,0.08013607529870687,0.08107799853762533
kube-system,ebs-csi-node-pdxf9,0.060000000000000005,inf,0.0008040180956923678,0.0008645858332290908,0.0009093770878841387,0.0009219794620844077,0.0009222197256114651
kube-system,kube-proxy-tlvn4,0.2,inf,0.0006300308328702517,0.0011467767322436329,0.0016568190597912962,0.0024371120203569383,0.002783740528127846
kubecost,cost-analyzer-7d55b5c479-5t8mr,0.42000000000000004,inf,0.0045822554731710565,0.00461793548110606,0.004626797654763379,0.0046332273759967235,0.004634182228465835
kubernetes-dashboard,kubernetes-dashboard-67ffcd48d4-wwp6p,0.2,inf,0.00042558846489109217,0.00044183602292549595,0.0004442775389675236,0.00044632227510276476,0.00044632227510276476
lacework,lacework-agent-9kpvb,0.02,inf,0.07073604734789443,0.0757165097126827,0.07821019142078783,0.08069560753513427,0.08069560753513427
linkerd-viz,metrics-api-7c958b5f76-jcssr,0.2,inf,0.005061560399037325,0.005432780970887546,0.005655383668602012,0.005673232335057788,0.005677395842137473
monitoring,filebeat-kmk95,0.24,inf,0.04575588170664092,0.04791734672690554,0.04873736263541452,0.04877570868036187,0.04877570868036187
monitoring,prometheus-node-exporter-5pvwr,0.2,inf,0.0031416808810631365,0.003402254651819545,0.003621792939641909,0.0037544173172429276,0.0037544173172429276
cert-manager,cert-manager-cainjector-76c9d55b6f-x4s2c,0.0,inf,0.00043888720942629884,0.000881693626714161,0.0011953956049248777,0.0013175294007404714,0.0013175294007404714
cert-manager,cert-manager-webhook-6d4c5c44bb-cnjmc,0.0,inf,0.3369710741635802,0.3484491845662244,0.34787308794548166,0.34805421210617815,0.34815302306702
keda,keda-operator-metrics-apiserver-7866459547-jwxp7,0.0,inf,0.2044105341827302,0.21390657205038877,0.21560271770532455,0.21719732065082456,0.21733306145991746
kube-system,aws-node-8k8hh,0.05,inf,0.005187228773199259,0.0054360429913365964,0.005466631273997779,0.0055623114903991175,0.0055623114903991175
kube-system,coredns-549dbdbf57-6l2hs,0.2,inf,0.07265966368466314,0.07926221781278364,0.08166950129461241,0.08510562593372215,0.08510562593372215
kube-system,ebs-csi-node-dj9r8,0.060000000000000005,inf,0.0007125366096579142,0.000763379658343028,0.0008074308847153297,0.0008342936497538333,0.0008456650045012059
kube-system,kube-proxy-qw5m7,0.2,inf,0.0006481728724950775,0.0013031911335293456,0.0019316926891742789,0.0030430669249609265,0.0030430669249609265
kube-system,metrics-server-68c56b9d8c-xz9sd,0.2,inf,0.020083001110234283,0.0209334430524786,0.02125629815057882,0.02150561610566483,0.02150561610566483
kubecost,keycloak-proxy-kubecost-deployment-5964d6bb4d-fr5fh,0.2,inf,0.0030230196852436956,0.0031599446659055295,0.003242128256199482,0.003276273295624893,0.003289931020699817
kubernetes-dashboard,dashboard-metrics-scraper-8574d756f9-qfpxh,0.2,inf,0.0018698751822790309,0.0019768800000129717,0.002002179475455606,0.0021008797867572513,0.002114824422704163
lacework,lacework-agent-ft4z8,0.02,inf,0.09099509509389028,0.09397216748146031,0.09436387892770953,0.09453611633135213,0.09459967456445584
linkerd-viz,grafana-85bc6bc5d4-f6dmh,0.4,inf,0.007520488324811843,0.007825884280034194,0.007936125062916626,0.008036520382884337,0.008036520382884337
monitoring,filebeat-br99k,0.24,inf,0.0455882390822316,0.046936695807801604,0.04716808212005975,0.047432932068609324,0.047453416402019485
monitoring,prometheus-node-exporter-h582k,0.2,inf,0.00289322088717217,0.0031656411826867276,0.003311786186091148,0.0035631097349348374,0.0035927738093988765
